"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","prob","stratum","psu","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp"
"ESS10SCe03_1",10,"3.1","02.11.2023",32450,"AT",0.5996332,0.5877832,0.3817861,0.22440748,0.0011407257,28,741,60,5,540,5,6,5
"ESS10SCe03_1",10,"3.1","02.11.2023",32469,"AT",0.50565416,0.39066496,0.3817861,0.14915046,0.0013527367,60,993,45,5,660,6,6,7
"ESS10SCe03_1",10,"3.1","02.11.2023",32472,"AT",1.6420057,0.57776344,0.3817861,0.22058207,0.00041657407,94,1396,5,4,180,8,5,4
"ESS10SCe03_1",10,"3.1","02.11.2023",32482,"AT",1.0393327,2.7812026,0.3817861,1.0618246,0.0006581309,10,1926,120,4,60,5,5,3
"ESS10SCe03_1",10,"3.1","02.11.2023",32547,"AT",1.8638668,0.65582865,0.3817861,0.25038627,0.00036698813,91,730,30,5,120,7,7,8
"ESS10SCe03_1",10,"3.1","02.11.2023",32621,"AT",1.4534193,1.4246967,0.3817861,0.5439294,0.00047062602,39,1295,60,5,300,2,7,5
"ESS10SCe03_1",10,"3.1","02.11.2023",32635,"AT",0.75320405,0.3098021,0.3817861,0.11827814,0.000908143,101,619,30,4,45,3,7,8
"ESS10SCe03_1",10,"3.1","02.11.2023",32654,"AT",0.89729786,1.9965423,0.3817861,0.76225215,0.0007623076,4,936,60,5,540,8,7,8
"ESS10SCe03_1",10,"3.1","02.11.2023",32664,"AT",1.3637996,1.3601667,0.3817861,0.5192928,0.0005015524,77,905,90,4,9999,7,6,7
"ESS10SCe03_1",10,"3.1","02.11.2023",32669,"AT",0.33315697,0.13388437,0.3817861,0.051115196,0.0020531372,105,1490,60,5,300,2,6,2
"ESS10SCe03_1",10,"3.1","02.11.2023",32709,"AT",0.419355,1.8496927,0.3817861,0.706187,0.0016311167,16,1428,120,1,6666,5,4,6
"ESS10SCe03_1",10,"3.1","02.11.2023",32714,"AT",1.013695,0.67334676,0.3817861,0.25707445,0.000674776,38,1470,15,5,120,5,8,4
"ESS10SCe03_1",10,"3.1","02.11.2023",32719,"AT",1.0240833,1.0213552,0.3817861,0.38993922,0.00066793105,58,1758,120,5,360,4,4,5
"ESS10SCe03_1",10,"3.1","02.11.2023",32750,"AT",1.0240833,0.68024707,0.3817861,0.25970888,0.00066793105,58,1180,60,5,240,1,2,2
"ESS10SCe03_1",10,"3.1","02.11.2023",32793,"AT",0.40842652,0.16799082,0.3817861,0.064136565,0.0016747614,93,586,30,2,6666,2,7,9
"ESS10SCe03_1",10,"3.1","02.11.2023",32828,"AT",0.8216196,0.3379422,0.3817861,0.12902164,0.00083252275,102,1933,20,5,360,3,5,7
"ESS10SCe03_1",10,"3.1","02.11.2023",32868,"AT",0.9372276,0.7240958,0.3817861,0.27644974,0.0007298302,42,1066,30,5,330,2,4,2
"ESS10SCe03_1",10,"3.1","02.11.2023",32869,"AT",1.2578468,2.0894547,0.3817861,0.7977248,0.0005437999,70,569,150,1,6666,5,8,6
"ESS10SCe03_1",10,"3.1","02.11.2023",32888,"AT",1.5589992,3.173358,0.3817861,1.211544,0.00043875392,10,1520,60,5,9999,5,5,5
"ESS10SCe03_1",10,"3.1","02.11.2023",32924,"AT",0.8385646,0.34318748,0.3817861,0.13102421,0.0008156998,70,1463,50,5,120,5,5,3
"ESS10SCe03_1",10,"3.1","02.11.2023",32983,"AT",1.3056039,1.0827215,0.3817861,0.41336802,0.00052390853,45,1892,90,5,120,8,8,3
"ESS10SCe03_1",10,"3.1","02.11.2023",33023,"AT",0.84631556,0.34809992,0.3817861,0.13289972,0.00080822926,112,1414,180,3,6666,7,7,6
"ESS10SCe03_1",10,"3.1","02.11.2023",33045,"AT",1.0169052,0.4480254,0.3817861,0.17104988,0.00067264575,113,1020,10,4,480,3,5,5
"ESS10SCe03_1",10,"3.1","02.11.2023",33072,"AT",1.7876544,1.7523268,0.3817861,0.6690141,0.0003826338,34,249,180,5,540,5,5,4
"ESS10SCe03_1",10,"3.1","02.11.2023",33082,"AT",0.7601139,0.3054637,0.3817861,0.1166218,0.0008998875,83,42,60,5,120,2,2,5
"ESS10SCe03_1",10,"3.1","02.11.2023",33089,"AT",1.089091,0.90317065,0.3817861,0.34481803,0.00062806235,2,1600,60,4,120,6,7,7
"ESS10SCe03_1",10,"3.1","02.11.2023",33095,"AT",1.2580651,2.2421834,0.3817861,0.8560345,0.0005437056,16,1826,90,5,90,3,5,4
"ESS10SCe03_1",10,"3.1","02.11.2023",33115,"AT",1.0240833,0.6634132,0.3817861,0.25328195,0.00066793105,58,850,119,5,239,2,3,2
"ESS10SCe03_1",10,"3.1","02.11.2023",33142,"AT",1.2187842,0.94162476,0.3817861,0.35949928,0.00056122895,29,419,10,5,420,9,9,9
"ESS10SCe03_1",10,"3.1","02.11.2023",33146,"AT",1.1742966,0.48300275,0.3817861,0.18440375,0.0005824908,72,339,60,5,360,9,9,9
"ESS10SCe03_1",10,"3.1","02.11.2023",33157,"AT",0.50565416,0.4205633,0.3817861,0.16056524,0.0013527367,60,1942,90,5,360,4,4,4
"ESS10SCe03_1",10,"3.1","02.11.2023",33159,"AT",0.65280193,0.5429497,0.3817861,0.20729065,0.0010478171,45,1397,50,5,150,9,9,6
"ESS10SCe03_1",10,"3.1","02.11.2023",33218,"AT",0.79188985,0.61488307,0.3817861,0.23475382,0.00086377794,40,1820,60,5,120,10,9,6
"ESS10SCe03_1",10,"3.1","02.11.2023",33268,"AT",1.0763797,0.47284082,0.3817861,0.18052407,0.0006354793,110,1707,180,5,180,0,2,10
"ESS10SCe03_1",10,"3.1","02.11.2023",33285,"AT",0.98824126,0.81953657,0.3817861,0.3128877,0.0006921559,37,348,0,1,6666,0,0,0
"ESS10SCe03_1",10,"3.1","02.11.2023",33288,"AT",0.8216196,0.3379422,0.3817861,0.12902164,0.00083252275,102,323,120,5,600,5,0,0
"ESS10SCe03_1",10,"3.1","02.11.2023",33303,"AT",1.5111212,2.5872324,0.3817861,0.9877694,0.0004526553,97,385,30,5,90,2,4,5
"ESS10SCe03_1",10,"3.1","02.11.2023",33322,"AT",1.5382062,3.702598,0.3817861,1.4136006,0.00044468485,50,113,30,5,150,5,5,5
"ESS10SCe03_1",10,"3.1","02.11.2023",33328,"AT",0.84995234,1.8911952,0.3817861,0.72203207,0.000804771,3,963,9999,9,9999,5,7,6
"ESS10SCe03_1",10,"3.1","02.11.2023",33352,"AT",0.8385646,0.29506102,0.3817861,0.1126502,0.0008156998,70,1422,30,2,6666,0,2,0
"ESS10SCe03_1",10,"3.1","02.11.2023",33374,"AT",0.49852526,0.4134208,0.3817861,0.15783831,0.0013720809,44,1680,120,4,300,0,0,3
"ESS10SCe03_1",10,"3.1","02.11.2023",33403,"AT",0.93347377,0.93098694,0.3817861,0.3554379,0.00073276507,67,220,60,4,60,5,7,7
"ESS10SCe03_1",10,"3.1","02.11.2023",33419,"AT",0.9755621,0.6480163,0.3817861,0.24740362,0.0007011517,57,1649,15,5,60,5,6,4
"ESS10SCe03_1",10,"3.1","02.11.2023",33444,"AT",0.7555606,0.31077132,0.3817861,0.11864818,0.0009053106,97,903,90,2,6666,2,5,8
"ESS10SCe03_1",10,"3.1","02.11.2023",33447,"AT",0.8084459,0.33252373,0.3817861,0.12695295,0.0008460888,69,864,120,5,120,7,8,5
"ESS10SCe03_1",10,"3.1","02.11.2023",33459,"AT",0.7386101,1.3163849,0.3817861,0.5025775,0.0009260867,19,1326,30,5,120,8,7,5
"ESS10SCe03_1",10,"3.1","02.11.2023",33489,"AT",1.6325451,0.71715736,0.3817861,0.27380073,0.0004189881,90,102,9999,9,9999,99,99,99
"ESS10SCe03_1",10,"3.1","02.11.2023",33496,"AT",0.5871483,0.30487597,0.3817861,0.11639741,0.0011649816,72,118,120,5,360,8,6,8
"ESS10SCe03_1",10,"3.1","02.11.2023",33513,"AT",0.4686138,0.46736562,0.3817861,0.1784337,0.0014596604,42,797,150,2,6666,3,1,5
"ESS10SCe03_1",10,"3.1","02.11.2023",33530,"AT",0.90981275,1.6215093,0.3817861,0.61906976,0.00075182173,17,1082,120,5,360,6,8,9
"ESS10SCe03_1",10,"3.1","02.11.2023",33552,"AT",0.5445455,0.36171404,0.3817861,0.1380974,0.0012561247,2,1857,120,5,780,5,3,3
"ESS10SCe03_1",10,"3.1","02.11.2023",33562,"AT",0.4686138,0.30357355,0.3817861,0.11590017,0.0014596604,42,858,45,5,750,6,5,2
"ESS10SCe03_1",10,"3.1","02.11.2023",33578,"AT",0.84631556,0.3717763,0.3817861,0.14193903,0.00080822926,112,1993,30,2,6666,5,8,5
"ESS10SCe03_1",10,"3.1","02.11.2023",33587,"AT",0.8216196,0.71547776,0.3817861,0.27315947,0.00083252275,102,394,45,3,6666,6,4,6
"ESS10SCe03_1",10,"3.1","02.11.2023",33591,"AT",1.6771291,0.59012204,0.3817861,0.2253004,0.0004078499,70,765,90,5,120,7,8,7
"ESS10SCe03_1",10,"3.1","02.11.2023",33597,"AT",0.59415823,0.59257543,0.3817861,0.22623707,0.001151237,23,1845,60,5,240,5,5,5
"ESS10SCe03_1",10,"3.1","02.11.2023",33601,"AT",0.78368235,1.5249957,0.3817861,0.58222216,0.00087282434,25,149,120,5,90,7,9,7
"ESS10SCe03_1",10,"3.1","02.11.2023",33613,"AT",1.022615,0.67927146,0.3817861,0.2593364,0.00066889,12,276,45,5,180,0,5,5
"ESS10SCe03_1",10,"3.1","02.11.2023",33630,"AT",0.98824126,0.74972093,0.3817861,0.28623304,0.0006921559,37,955,60,5,540,3,7,7
"ESS10SCe03_1",10,"3.1","02.11.2023",33653,"AT",0.45490637,0.9259661,0.3817861,0.353521,0.0015036435,17,119,30,5,960,3,2,3
"ESS10SCe03_1",10,"3.1","02.11.2023",33683,"AT",0.43046045,0.8968037,0.3817861,0.3423872,0.0015890356,18,1692,60,4,270,6,8,4
"ESS10SCe03_1",10,"3.1","02.11.2023",33725,"AT",1.7157977,0.9064664,0.3817861,0.3460763,0.0003986583,88,429,30,1,6666,0,10,2
"ESS10SCe03_1",10,"3.1","02.11.2023",33746,"AT",0.47015256,0.4689001,0.3817861,0.17901956,0.0014548831,59,1618,90,5,90,8,8,10
"ESS10SCe03_1",10,"3.1","02.11.2023",33761,"AT",1.2578468,1.154883,0.3817861,0.4409183,0.0005437999,70,1484,15,5,90,4,3,5
"ESS10SCe03_1",10,"3.1","02.11.2023",33771,"AT",0.7262741,0.38369483,0.3817861,0.14648937,0.0009418166,79,1455,90,1,6666,5,7,8
"ESS10SCe03_1",10,"3.1","02.11.2023",33796,"AT",0.50565416,0.36672968,0.3817861,0.1400123,0.0013527367,60,1192,45,1,6666,3,6,5
"ESS10SCe03_1",10,"3.1","02.11.2023",33801,"AT",0.9403051,0.8505109,0.3817861,0.32471326,0.00072744157,59,1953,15,5,420,8,7,5
"ESS10SCe03_1",10,"3.1","02.11.2023",33805,"AT",0.5113075,0.38789922,0.3817861,0.14809453,0.00133778,12,345,45,5,180,4,0,3
"ESS10SCe03_1",10,"3.1","02.11.2023",33828,"AT",1.129806,0.58665043,0.3817861,0.22397499,0.0006054287,101,1059,30,5,240,4,7,5
"ESS10SCe03_1",10,"3.1","02.11.2023",33844,"AT",0.72670966,0.6026517,0.3817861,0.23008406,0.00094125204,39,421,30,4,30,0,3,3
"ESS10SCe03_1",10,"3.1","02.11.2023",33882,"AT",0.8385646,0.322161,0.3817861,0.12299659,0.0008156998,70,1750,30,5,60,7,7,8
"ESS10SCe03_1",10,"3.1","02.11.2023",33888,"AT",0.7601139,0.40157288,0.3817861,0.15331495,0.0008998875,83,1315,60,4,30,10,10,10
"ESS10SCe03_1",10,"3.1","02.11.2023",33896,"AT",1.1742966,0.48058817,0.3817861,0.18348189,0.0005824908,72,945,38,5,120,7,7,4
"ESS10SCe03_1",10,"3.1","02.11.2023",33913,"AT",0.4809376,0.79062366,0.3817861,0.30184916,0.0014222573,55,1513,120,9,9999,0,4,8
"ESS10SCe03_1",10,"3.1","02.11.2023",33915,"AT",1.3637996,1.233563,0.3817861,0.47095722,0.0005015524,77,240,70,5,480,8,7,7
"ESS10SCe03_1",10,"3.1","02.11.2023",33949,"AT",1.013695,0.840645,0.3817861,0.3209466,0.000674776,38,888,90,5,300,5,5,5
"ESS10SCe03_1",10,"3.1","02.11.2023",33952,"AT",0.9403051,0.77978367,0.3817861,0.29771057,0.00072744157,59,1619,120,5,150,5,5,7
"ESS10SCe03_1",10,"3.1","02.11.2023",33965,"AT",0.37660202,0.19555013,0.3817861,0.07465833,0.001816286,101,464,0,5,480,6,4,5
"ESS10SCe03_1",10,"3.1","02.11.2023",33988,"AT",1.0240833,0.79517484,0.3817861,0.30358672,0.00066793105,58,111,60,4,180,2,2,2
"ESS10SCe03_1",10,"3.1","02.11.2023",34000,"AT",0.6235955,1.3875375,0.3817861,0.52974254,0.0010968922,6,525,30,5,600,99,8,9
"ESS10SCe03_1",10,"3.1","02.11.2023",34010,"AT",0.90981275,1.5813833,0.3817861,0.6037502,0.00075182173,17,1909,10,4,540,6,6,6
"ESS10SCe03_1",10,"3.1","02.11.2023",34040,"AT",1.0592657,1.0564436,0.3817861,0.40333548,0.00064574636,52,1522,120,1,6666,1,0,1
"ESS10SCe03_1",10,"3.1","02.11.2023",34060,"AT",0.999471,0.51897407,0.3817861,0.19813709,0.000684379,105,1723,20,5,240,10,8,9
"ESS10SCe03_1",10,"3.1","02.11.2023",34063,"AT",0.8216196,0.3936641,0.3817861,0.15029548,0.00083252275,102,700,60,5,480,7,7,6
"ESS10SCe03_1",10,"3.1","02.11.2023",34064,"AT",1.1333407,0.499324,0.3817861,0.19063497,0.00060354045,97,1439,10,3,6666,7,4,9
"ESS10SCe03_1",10,"3.1","02.11.2023",34102,"AT",1.4936283,0.65805835,0.3817861,0.25123754,0.00045795666,86,1515,70,5,30,6,3,5
"ESS10SCe03_1",10,"3.1","02.11.2023",34110,"AT",1.056894,0.82065135,0.3817861,0.3133133,0.0006471955,36,185,180,5,240,8,8,8
"ESS10SCe03_1",10,"3.1","02.11.2023",34125,"AT",0.8929693,0.3588536,0.3817861,0.13700533,0.0007660028,73,133,60,5,600,5,7,7
"ESS10SCe03_1",10,"3.1","02.11.2023",34148,"AT",0.9912068,0.43670297,0.3817861,0.16672713,0.000690085,76,933,10,5,60,4,3,5
"ESS10SCe03_1",10,"3.1","02.11.2023",34181,"AT",1.3429885,0.709509,0.3817861,0.2708807,0.00050932454,103,374,60,4,60,4,7,6
"ESS10SCe03_1",10,"3.1","02.11.2023",34196,"AT",0.9193351,0.916886,0.3817861,0.35005435,0.0007440344,49,929,60,5,45,7,8,8
"ESS10SCe03_1",10,"3.1","02.11.2023",34243,"AT",0.9372276,0.93473125,0.3817861,0.3568674,0.0007298302,42,1128,60,2,6666,0,10,10
"ESS10SCe03_1",10,"3.1","02.11.2023",34259,"AT",0.98824126,0.81953657,0.3817861,0.3128877,0.0006921559,37,268,15,5,30,5,8,2
"ESS10SCe03_1",10,"3.1","02.11.2023",34261,"AT",0.9628679,0.42297634,0.3817861,0.16148649,0.00071039546,81,1201,180,5,300,6,5,3
"ESS10SCe03_1",10,"3.1","02.11.2023",34344,"AT",0.9459853,0.9272906,0.3817861,0.35402668,0.0007230736,63,1634,60,5,75,3,7,8
"ESS10SCe03_1",10,"3.1","02.11.2023",34402,"AT",0.5127354,0.426453,0.3817861,0.16281383,0.0013340544,50,7,60,5,120,6,5,5
"ESS10SCe03_1",10,"3.1","02.11.2023",34409,"AT",0.8929693,0.36728927,0.3817861,0.14022595,0.0007660028,73,661,75,5,135,6,7,7
"ESS10SCe03_1",10,"3.1","02.11.2023",34416,"AT",0.59415823,0.59257543,0.3817861,0.22623707,0.001151237,23,1641,60,5,300,2,3,5
"ESS10SCe03_1",10,"3.1","02.11.2023",34420,"AT",1.1992664,0.7966124,0.3817861,0.30413556,0.00057036284,28,1338,90,5,240,7,7,9
"ESS10SCe03_1",10,"3.1","02.11.2023",34492,"AT",0.98824126,0.9856088,0.3817861,0.37629175,0.0006921559,37,899,60,2,6666,3,8,10
"ESS10SCe03_1",10,"3.1","02.11.2023",34527,"AT",0.7555606,0.25927582,0.3817861,0.098987915,0.0009053106,97,498,0,5,600,0,0,5
"ESS10SCe03_1",10,"3.1","02.11.2023",34568,"AT",0.9193351,0.76463085,0.3817861,0.29192546,0.0007440344,49,1813,60,5,45,10,10,5
"ESS10SCe03_1",10,"3.1","02.11.2023",34594,"AT",0.9459853,0.6283706,0.3817861,0.23990317,0.0007230736,63,23,45,5,60,0,0,5
"ESS10SCe03_1",10,"3.1","02.11.2023",34595,"AT",0.9755621,0.74010205,0.3817861,0.2825607,0.0007011517,57,146,45,5,135,2,5,6
"ESS10SCe03_1",10,"3.1","02.11.2023",34600,"AT",1.1883165,0.7893391,0.3817861,0.30135873,0.0005756185,23,1969,120,4,300,9,6,8
"ESS10SCe03_1",10,"3.1","02.11.2023",34654,"AT",1.6999047,3.99994,0.3817861,1.5271215,0.0004023855,3,260,120,5,960,5,5,5
"ESS10SCe03_1",10,"3.1","02.11.2023",34678,"AT",0.79188985,0.65863186,0.3817861,0.2514565,0.00086377794,40,804,15,5,60,0,3,0
"ESS10SCe03_1",10,"3.1","02.11.2023",34707,"AT",0.528447,0.43952057,0.3817861,0.16780286,0.001294391,36,1446,20,5,330,1,1,2
"ESS10SCe03_1",10,"3.1","02.11.2023",34730,"AT",0.44864893,0.7996026,0.3817861,0.3052772,0.0015246152,4,1292,10,5,15,5,5,4
"ESS10SCe03_1",10,"3.1","02.11.2023",34757,"AT",0.3777803,0.15538566,0.3817861,0.05932409,0.0018106212,97,1891,30,5,60,7,8,8
"ESS10SCe03_1",10,"3.1","02.11.2023",34784,"AT",0.5196664,1.057785,0.3817861,0.40384763,0.0013162618,10,914,90,5,300,5,7,6
"ESS10SCe03_1",10,"3.1","02.11.2023",34793,"AT",0.2931526,0.6522823,0.3817861,0.24903233,0.002333314,14,807,105,5,80,2,10,10
"ESS10SCe03_1",10,"3.1","02.11.2023",34831,"AT",1.0763797,0.43255994,0.3817861,0.16514538,0.0006354793,110,188,60,5,300,8,7,7
"ESS10SCe03_1",10,"3.1","02.11.2023",34834,"AT",1.2187842,0.80957675,0.3817861,0.30908516,0.00056122895,29,1990,60,5,180,3,4,3
"ESS10SCe03_1",10,"3.1","02.11.2023",34844,"AT",1.7988995,1.3968012,0.3817861,0.5332793,0.0003802419,28,1801,90,5,180,6,7,7
"ESS10SCe03_1",10,"3.1","02.11.2023",34882,"AT",1.1742966,0.48300275,0.3817861,0.18440375,0.0005824908,72,29,45,5,20,5,8,8
"ESS10SCe03_1",10,"3.1","02.11.2023",34897,"AT",0.52207124,0.27581328,0.3817861,0.105301686,0.0013101986,104,1232,90,5,35,4,8,7
"ESS10SCe03_1",10,"3.1","02.11.2023",34908,"AT",0.7824281,0.34371135,0.3817861,0.13122422,0.0008742234,111,976,30,4,120,7,10,10
"ESS10SCe03_1",10,"3.1","02.11.2023",34927,"AT",1.0393327,2.11557,0.3817861,0.80769527,0.0006581309,10,452,30,5,720,0,0,0
"ESS10SCe03_1",10,"3.1","02.11.2023",34929,"AT",0.5442396,2.4005332,0.3817861,0.91649026,0.0012568306,15,1452,120,4,30,4,7,10
"ESS10SCe03_1",10,"3.1","02.11.2023",34948,"AT",1.0169052,0.5280267,0.3817861,0.20159326,0.00067264575,113,1779,15,5,180,4,6,7
"ESS10SCe03_1",10,"3.1","02.11.2023",34953,"AT",0.5863052,1.3083919,0.3817861,0.49952587,0.001166657,14,1496,20,5,90,4,4,4
"ESS10SCe03_1",10,"3.1","02.11.2023",34991,"AT",0.9403051,0.77978367,0.3817861,0.29771057,0.00072744157,59,1788,60,5,120,7,4,8
"ESS10SCe03_1",10,"3.1","02.11.2023",34997,"AT",0.8349567,0.36786306,0.3817861,0.14044501,0.0008192245,99,1896,20,5,120,2,7,7
"ESS10SCe03_1",10,"3.1","02.11.2023",35013,"AT",1.168301,0.96885794,0.3817861,0.36989653,0.00058548007,35,691,30,3,6666,0,10,10
"ESS10SCe03_1",10,"3.1","02.11.2023",35041,"AT",0.6871439,1.533423,0.3817861,0.5854396,0.0009954494,20,1043,15,5,120,6,6,5
"ESS10SCe03_1",10,"3.1","02.11.2023",35054,"AT",0.9459853,0.6283706,0.3817861,0.23990317,0.0007230736,63,1259,60,1,6666,1,3,3
"ESS10SCe03_1",10,"3.1","02.11.2023",35055,"AT",0.7262741,0.31997976,0.3817861,0.12216383,0.0009418166,79,203,10,5,60,8,10,9
"ESS10SCe03_1",10,"3.1","02.11.2023",35082,"AT",1.0113083,0.6717613,0.3817861,0.25646913,0.00067636836,60,526,60,5,600,5,5,2
"ESS10SCe03_1",10,"3.1","02.11.2023",35102,"AT",0.45966756,0.3053341,0.3817861,0.11657232,0.0014880688,49,966,119,5,179,5,9,5
"ESS10SCe03_1",10,"3.1","02.11.2023",35139,"AT",0.8216196,0.28909883,0.3817861,0.11037392,0.00083252275,102,1394,30,2,6666,5,10,5
"ESS10SCe03_1",10,"3.1","02.11.2023",35156,"AT",1.8386703,4,0.3817861,1.5271444,0.0003720172,49,1421,60,2,6666,3,4,5
"ESS10SCe03_1",10,"3.1","02.11.2023",35167,"AT",0.98824126,0.82194155,0.3817861,0.31380588,0.0006921559,37,645,60,5,240,7,7,6
"ESS10SCe03_1",10,"3.1","02.11.2023",35173,"AT",1.5347388,1.2764754,0.3817861,0.4873406,0.00044568954,109,1054,60,3,6666,5,5,7
"ESS10SCe03_1",10,"3.1","02.11.2023",35194,"AT",1.6432391,0.6758844,0.3817861,0.2580433,0.00041626138,102,1079,30,5,120,1,5,3
"ESS10SCe03_1",10,"3.1","02.11.2023",35205,"AT",0.8385646,0.29506102,0.3817861,0.1126502,0.0008156998,70,1164,10,5,600,7,5,4
"ESS10SCe03_1",10,"3.1","02.11.2023",35254,"AT",1.1041481,4,0.3817861,1.5271444,0.0006194975,5,611,90,5,210,0,3,8
"ESS10SCe03_1",10,"3.1","02.11.2023",35296,"AT",0.4108098,0.15782546,0.3817861,0.06025557,0.0016650455,102,1913,120,4,120,3,5,5
"ESS10SCe03_1",10,"3.1","02.11.2023",35304,"AT",1.9764825,1.2803885,0.3817861,0.48883456,0.00034607796,37,1791,0,5,510,5,0,2
"ESS10SCe03_1",10,"3.1","02.11.2023",35309,"AT",0.59588474,0.49561012,0.3817861,0.18921706,0.0011479015,34,1617,60,5,210,5,6,7
"ESS10SCe03_1",10,"3.1","02.11.2023",35311,"AT",0.6871439,1.4315662,0.3817861,0.5465521,0.0009954494,20,24,240,5,120,6,7,7
"ESS10SCe03_1",10,"3.1","02.11.2023",35351,"AT",1.3056039,1.0087008,0.3817861,0.385108,0.00052390853,45,961,60,5,540,7,7,6
"ESS10SCe03_1",10,"3.1","02.11.2023",35383,"AT",0.84995234,2.235436,0.3817861,0.8534584,0.000804771,3,918,240,5,480,5,5,5
"ESS10SCe03_1",10,"3.1","02.11.2023",35402,"AT",0.7991447,0.27423224,0.3817861,0.10469806,0.0008559364,82,336,20,5,300,0,6,8
"ESS10SCe03_1",10,"3.1","02.11.2023",35444,"AT",1.4970759,4,0.3817861,1.5271444,0.00045690202,24,1251,5,5,45,6,5,4
"ESS10SCe03_1",10,"3.1","02.11.2023",35457,"AT",0.66631395,0.35201776,0.3817861,0.1343955,0.0010265686,105,1185,90,1,6666,4,99,7
"ESS10SCe03_1",10,"3.1","02.11.2023",35583,"AT",1.089411,2.31786,0.3817861,0.88492674,0.0006278778,79,305,45,5,650,5,5,4
"ESS10SCe03_1",10,"3.1","02.11.2023",35654,"AT",0.5234405,0.17962223,0.3817861,0.068577275,0.0013067713,78,99,10,5,120,2,8,5
"ESS10SCe03_1",10,"3.1","02.11.2023",35660,"AT",0.66631395,1.1068372,0.3817861,0.42257506,0.0010265686,105,289,60,4,30,5,10,5
"ESS10SCe03_1",10,"3.1","02.11.2023",35662,"AT",0.8216196,0.36092773,0.3817861,0.13779719,0.00083252275,102,1866,60,5,60,5,5,8
"ESS10SCe03_1",10,"3.1","02.11.2023",35752,"AT",1.2578468,0.51478106,0.3817861,0.19653626,0.0005437999,70,1130,20,5,300,4,3,3
"ESS10SCe03_1",10,"3.1","02.11.2023",35766,"AT",0.52207124,0.23001271,0.3817861,0.087815665,0.0013101986,104,70,10,4,240,5,5,5
"ESS10SCe03_1",10,"3.1","02.11.2023",35772,"AT",0.79382676,1.3186542,0.3817861,0.50344384,0.00086167036,80,1133,30,2,6666,0,5,0
"ESS10SCe03_1",10,"3.1","02.11.2023",35797,"AT",0.7555606,0.30363372,0.3817861,0.11592314,0.0009053106,97,1152,30,5,150,7,3,3
"ESS10SCe03_1",10,"3.1","02.11.2023",35803,"AT",0.5234405,0.1841802,0.3817861,0.07031745,0.0013067713,78,1783,20,4,30,5,99,6
"ESS10SCe03_1",10,"3.1","02.11.2023",35917,"AT",0.65280193,0.50688434,0.3817861,0.19352141,0.0010478171,45,60,60,5,60,8,7,7
"ESS10SCe03_1",10,"3.1","02.11.2023",35934,"AT",1.5589992,3.9999304,0.3817861,1.5271178,0.00043875392,10,1815,10,5,240,4,5,7
"ESS10SCe03_1",10,"3.1","02.11.2023",35944,"AT",1.6926311,0.87889665,0.3817861,0.33555055,0.00040411463,112,821,120,5,300,5,3,3
"ESS10SCe03_1",10,"3.1","02.11.2023",35949,"AT",0.5520741,1.4773222,0.3817861,0.5640211,0.001238995,5,917,150,3,6666,2,6,8
"ESS10SCe03_1",10,"3.1","02.11.2023",35976,"AT",1.8386703,1.4276817,0.3817861,0.54506904,0.0003720172,49,1435,110,2,6666,3,5,4
"ESS10SCe03_1",10,"3.1","02.11.2023",36079,"AT",1.1742966,0.5173683,0.3817861,0.19752404,0.0005824908,72,1038,120,5,480,2,5,4
"ESS10SCe03_1",10,"3.1","02.11.2023",36083,"AT",0.66631395,0.29270387,0.3817861,0.111750275,0.0010265686,105,1702,120,5,300,0,5,5
"ESS10SCe03_1",10,"3.1","02.11.2023",36088,"AT",1.1917695,0.9041264,0.3817861,0.34518293,0.00057395076,34,1598,30,5,540,8,8,5
"ESS10SCe03_1",10,"3.1","02.11.2023",36091,"AT",1.5111212,0.5317101,0.3817861,0.20299953,0.0004526553,97,925,60,5,60,7,7,7
"ESS10SCe03_1",10,"3.1","02.11.2023",36101,"AT",0.89532566,0.47300598,0.3817861,0.18058711,0.00076398684,103,1799,30,5,45,3,7,4
"ESS10SCe03_1",10,"3.1","02.11.2023",36112,"AT",1.4002106,1.0622586,0.3817861,0.40555558,0.00048851006,67,254,45,5,45,9,9,9
"ESS10SCe03_1",10,"3.1","02.11.2023",36113,"AT",0.5841505,0.5283671,0.3817861,0.20172323,0.0011709601,35,192,30,5,660,3,5,6
"ESS10SCe03_1",10,"3.1","02.11.2023",36138,"AT",0.9054247,0.3478475,0.3817861,0.13280335,0.0007554653,96,515,60,5,540,2,4,4
"ESS10SCe03_1",10,"3.1","02.11.2023",36139,"AT",0.7601139,0.26083827,0.3817861,0.09958443,0.0008998875,83,1787,30,5,300,2,2,3
"ESS10SCe03_1",10,"3.1","02.11.2023",36164,"AT",1.2090684,2.4610713,0.3817861,0.93960285,0.0005657389,13,873,60,5,300,10,10,10
"ESS10SCe03_1",10,"3.1","02.11.2023",36167,"AT",1.2578468,0.51478106,0.3817861,0.19653626,0.0005437999,70,1271,30,5,240,4,8,7
"ESS10SCe03_1",10,"3.1","02.11.2023",36203,"AT",0.75320405,0.33087355,0.3817861,0.12632293,0.000908143,101,1136,90,5,45,1,1,4
"ESS10SCe03_1",10,"3.1","02.11.2023",36229,"AT",1.5111212,0.51855165,0.3817861,0.19797583,0.0004526553,97,1578,30,5,420,6,7,3
